Time (s),Thrust (lbf),Chamber (°C),Chamber (psi),Feedline (psi),Injector (psi),Ox Tank (psi)
18.96,3.04155,42.27979,62.45525,657.31626,217.64683,227.18698
18.96333,-2.16245,42.15333,61.79317,657.14899,215.80678,227.01971
18.96667,3.04155,42.4695,59.64135,658.48716,215.63951,226.18332
18.97,1.74055,42.15333,58.81372,657.6508,218.65049,226.85241
18.97333,0.43955,42.4695,59.14476,656.98172,214.46858,227.01971
18.97667,10.84805,42.59596,60.96554,657.81808,216.14136,226.85241
18.98,16.05205,42.21656,58.6482,656.81445,216.64317,226.85241
18.98333,10.84805,42.53273,61.95869,657.48353,215.63951,224.34327
18.98667,0.43955,42.53273,59.14476,657.98535,215.97405,225.01239
18.99,3.04155,42.59596,61.62765,657.6508,215.63951,224.34327
18.99333,9.54705,42.40627,60.46898,657.98535,215.63951,226.01605
18.99667,13.45005,42.65919,60.46898,658.48716,212.9631,224.176
19,-0.86145,42.34304,60.6345,656.81445,214.63585,224.84512
19.00333,16.05205,42.53273,60.80002,657.98535,213.46492,224.176
19.00667,10.84805,42.53273,59.31028,657.81808,215.97405,224.176
19.01,-3.46345,42.53273,58.81372,656.1453,214.13404,225.17966
19.01333,-2.16245,42.84887,61.62765,658.31989,214.80312,224.34327
19.01667,16.05205,42.53273,59.14476,656.98172,213.46492,224.176
19.02,-7.36645,42.65919,61.4621,657.81808,212.9631,223.00507
19.02333,3.04155,42.59596,60.46898,657.6508,213.96676,224.67781
19.02667,14.75105,42.59596,60.30343,658.98904,212.9631,222.8378
19.03,-4.76445,42.9121,59.97239,656.98172,215.63951,224.176
19.03333,4.34304,42.65919,59.47583,656.31257,211.4576,223.84146
19.03667,8.24605,42.97533,60.96554,657.81808,212.9631,223.17234
19.04,0.43955,42.84887,58.6482,656.98172,211.95944,223.50688
19.04333,0.43955,42.53273,61.13106,657.14899,211.62487,221.83414
19.04667,8.24605,42.4695,60.6345,657.98535,214.63585,224.34327
19.05,-2.16245,42.4695,59.47583,655.64348,213.63219,222.33595
19.05333,1.74055,42.72242,60.13791,658.48716,212.29399,223.00507
19.05667,4.34304,42.4695,58.15161,657.14899,211.95944,222.16868
19.06,3.04155,42.9121,60.6345,657.6508,210.1194,221.33229
19.06333,14.75105,42.9121,58.81372,659.15631,212.62853,222.16868
19.06667,8.24605,43.10179,59.64135,657.31626,210.95578,220.6632
19.07,1.74055,43.10179,60.13791,657.98535,212.62853,221.16502
19.07333,4.34304,42.59596,58.48268,656.31257,211.79217,223.17234
19.07667,-0.86145,43.54441,59.14476,656.47984,208.94846,219.49227
19.08,-11.26945,42.78564,59.47583,657.48353,211.29033,221.49956
19.08333,-6.06545,43.10179,59.14476,655.97803,209.28301,219.32497
19.08667,17.35305,42.72242,59.64135,659.8254,211.4576,220.16136
19.09,4.34304,42.97533,58.6482,654.63986,210.95578,220.32863
19.09333,13.45005,43.54441,59.97239,657.31626,209.11573,221.49956
19.09667,13.45005,43.10179,57.65505,655.64348,209.28301,219.99409
19.1,0.43955,43.22827,59.47583,658.31989,209.78485,219.1577
19.10333,-6.06545,43.48118,59.47583,655.64348,210.1194,218.99043
19.10667,0.43955,43.03856,60.80002,657.31626,210.28667,217.65222
19.11,3.04155,42.78564,59.14476,657.6508,210.62124,218.65588
19.11333,-2.16245,43.10179,57.98609,655.47621,210.28667,218.32134
19.11667,5.64404,43.35473,58.97924,658.15262,208.44662,218.82316
19.12,4.34304,42.97533,57.48953,657.48353,209.11573,219.1577
19.12333,1.74055,43.2915,58.48268,657.48353,208.61392,218.65588
19.12667,-6.06545,42.97533,60.30343,657.48353,210.28667,219.49227
19.13,-7.36645,42.9121,57.98609,656.1453,209.61758,219.1577
19.13333,22.55754,43.41795,58.6482,656.81445,208.27935,215.6449
19.13667,6.94504,43.41795,58.15161,658.15262,207.9448,218.65588
19.14,3.04155,43.03856,57.82057,656.1453,207.61026,218.32134
19.14333,0.43955,43.16504,61.62765,657.48353,208.61392,217.15038
19.14667,3.04155,43.10179,58.31716,657.31626,209.11573,217.98677
19.15,8.24605,43.60764,59.47583,657.14899,208.11207,216.14675
19.15333,-0.86145,43.16504,57.98609,657.81808,205.93748,218.82316
19.15667,-2.16245,43.67087,59.47583,657.14899,206.27203,215.97945
19.16,-4.76445,42.97533,56.82742,655.81076,206.94114,215.6449
19.16333,9.54705,43.16504,59.31028,658.82177,207.10841,217.15038
19.16667,17.35305,43.2915,58.31716,657.81808,207.27569,215.6449
19.17,-4.76445,43.86055,58.81372,657.31626,205.93748,217.31768
19.17333,-8.66745,43.03856,57.32401,656.1453,206.6066,218.15404
19.17667,5.64404,43.48118,57.15846,656.47984,204.59928,214.80851
19.18,-11.26945,42.9121,59.31028,657.31626,206.6066,216.31402
19.18333,6.94504,43.41795,58.15161,657.6508,204.93382,214.80851
19.18667,6.94504,43.16504,59.47583,658.15262,205.93748,213.80485
19.19,0.43955,43.03856,59.31028,656.98172,206.6066,215.6449
19.19333,1.74055,43.22827,56.6619,656.47984,204.59928,214.64124
19.19667,12.14905,42.97533,58.15161,657.48353,204.93382,212.63392
19.2,-6.06545,43.16504,59.14476,656.98172,206.6066,215.31036
19.20333,9.54705,43.03856,55.99978,656.47984,204.59928,214.80851
19.20667,-7.36645,43.10179,58.31716,657.48353,205.2684,212.9685
19.21,-8.66745,43.10179,55.17219,656.1453,205.77021,215.47763
19.21333,1.74055,43.22827,57.65505,656.64718,203.93016,212.80119
19.21667,12.14905,43.22827,57.82057,657.48353,205.2684,213.30304
19.22,-12.57045,42.97533,58.31716,655.64348,203.59562,212.80119
19.22333,9.54705,43.22827,60.6345,657.48353,203.59562,212.63392
19.22667,9.54705,43.41795,55.66874,658.82177,204.59928,213.63758
19.23,-0.86145,42.84887,56.82742,655.81076,204.43201,212.63392
19.23333,-4.76445,43.48118,57.32401,657.6508,204.09743,213.63758
19.23667,8.24605,43.35473,55.66874,656.47984,204.26474,212.9685
19.24,-4.76445,43.22827,57.48953,657.81808,202.59196,211.63026
19.24333,3.04155,43.41795,58.48268,656.98172,203.93016,213.47031
19.24667,4.34304,42.78564,56.82742,655.97803,201.92284,210.7939
19.25,0.43955,43.22827,57.48953,657.31626,203.59562,212.13211
19.25333,-4.76445,42.65919,55.83426,655.64348,204.43201,212.63392
19.25667,-0.86145,43.35473,57.98609,657.14899,201.25376,212.29938
19.26,-4.76445,42.78564,56.49638,656.81445,202.75923,212.63392
19.26333,-3.46345,43.22827,56.6619,655.30894,200.91921,211.12845
19.26667,-2.16245,42.97533,58.31716,657.48353,202.59196,211.79753
19.27,-0.86145,43.35473,55.00663,657.31626,201.08648,211.63026
19.27333,9.54705,42.9121,58.15161,655.97803,201.5883,209.95752
19.27667,1.74055,42.53273,57.65505,657.98535,203.26108,211.12845
19.28,14.75105,42.65919,55.66874,656.1453,200.58464,212.63392
19.28333,9.54705,42.9121,58.15161,657.31626,200.2501,209.12113
19.28667,-2.16245,42.53273,55.66874,656.47984,201.5883,210.29206
19.29,4.34304,43.35473,58.6482,656.64718,199.74825,209.62294
19.29333,-2.16245,42.97533,55.83426,658.15262,201.08648,210.7939
19.29667,-13.87194,42.9121,55.00663,654.80713,201.5883,209.12113
19.3,5.64404,43.2915,57.32401,657.14899,201.08648,211.12845
19.30333,-9.96845,42.78564,55.83426,657.14899,201.25376,211.12845
19.30667,1.74055,43.10179,55.66874,655.97803,198.57732,208.61931
19.31,-6.06545,42.9121,57.48953,656.47984,200.2501,210.12479
19.31333,1.74055,42.9121,56.16534,656.81445,198.0755,210.12479
19.31667,1.74055,43.03856,57.98609,657.98535,200.2501,209.12113
19.32,-3.46345,43.03856,55.33771,657.48353,200.41737,209.95752
19.32333,-2.16245,42.78564,55.66874,656.1453,198.91189,207.11381
19.32667,-8.66745,43.22827,56.33086,656.98172,199.24644,208.11747
19.33,3.04155,42.53273,55.17219,655.97803,199.07916,210.12479
19.33333,-3.46345,42.9121,57.65505,656.47984,197.90823,207.9502
19.33667,6.94504,42.4695,55.00663,657.31626,200.08282,208.45201
19.34,-6.06545,43.16504,56.49638,655.64348,198.57732,207.9502
19.34333,-3.46345,42.97533,58.48268,658.15262,198.0755,207.44835
19.34667,-4.76445,42.65919,54.84111,657.48353,197.57366,208.28474
19.35,5.64404,42.97533,55.83426,656.1453,197.57366,206.11015
19.35333,3.04155,42.65919,55.50323,658.48716,197.90823,208.28474
19.35667,6.94504,43.03856,55.50323,656.31257,197.23912,205.60833
19.36,5.64404,42.9121,56.49638,658.15262,197.90823,205.7756
19.36333,-0.86145,42.84887,55.17219,658.48716,198.24278,208.11747
19.36667,-17.77494,42.97533,56.99294,655.14167,196.7373,205.7756
19.37,-7.36645,43.16504,56.82742,658.31989,199.41371,207.44835
19.37333,0.43955,42.84887,54.17903,655.14167,197.90823,207.44835
19.37667,-3.46345,43.2915,55.33771,656.47984,197.07184,204.77194
19.38,-13.87194,42.65919,55.83426,657.81808,197.57366,206.11015
19.38333,-3.46345,42.72242,55.17219,656.81445,195.90091,204.93922
19.38667,0.43955,42.84887,56.49638,659.65813,196.06818,204.93922
19.39,-4.76445,42.72242,55.17219,657.14899,197.90823,206.44472
19.39333,5.64404,42.65919,55.83426,657.14899,194.72998,204.4374
19.39667,-0.86145,43.22827,56.49638,657.31626,195.90091,204.60467
19.4,-11.26945,42.9121,55.99978,655.97803,195.90091,205.94288
19.40333,4.34304,42.78564,55.33771,658.82177,195.56637,204.60467
19.40667,-13.87194,42.72242,52.85481,655.47621,196.7373,205.10649
19.41,-13.87194,43.16504,55.50323,656.81445,194.89725,203.26647
19.41333,-0.86145,42.72242,53.3514,656.47984,194.72998,205.60833
19.41667,-3.46345,43.22827,55.66874,657.31626,194.06086,204.10283
19.42,-3.46345,42.9121,54.84111,656.31257,195.23179,204.60467
19.42333,0.43955,43.16504,55.17219,657.31626,193.89359,202.76462
19.42667,-0.86145,42.78564,52.02721,658.82177,194.89725,204.60467
19.43,-2.16245,43.03856,55.83426,657.48353,193.72632,203.09917
19.43333,-3.46345,43.10179,56.16534,657.81808,193.89359,203.09917
19.43667,-8.66745,43.22827,54.17903,655.64348,194.39541,203.09917
19.44,-12.57045,43.10179,55.66874,656.81445,194.39541,202.26281
19.44333,-4.76445,42.59596,51.69614,658.31989,194.39541,204.10283
19.44667,-8.66745,43.03856,54.51007,656.31257,193.89359,200.59003
19.45,-8.66745,42.97533,55.00663,658.82177,194.06086,202.76462
19.45333,5.64404,43.10179,53.84796,656.47984,192.88993,203.43374
19.45667,-8.66745,43.41795,54.01351,657.48353,193.55905,201.42642
19.46,-19.07594,43.10179,54.17903,655.64348,193.39178,202.59735
19.46333,-13.87194,43.35473,56.33086,658.15262,191.88627,201.59369
19.46667,-0.86145,43.16504,52.02721,657.81808,193.0572,202.43008
19.47,-9.96845,42.97533,53.02036,655.47621,192.72266,200.92457
19.47333,3.04155,43.41795,53.84796,657.48353,192.88993,202.76462
19.47667,-7.36645,43.16504,53.84796,655.81076,192.05354,200.59003
19.48,-3.46345,43.60764,55.17219,656.64718,191.88627,200.7573
19.48333,-3.46345,43.54441,54.34455,654.80713,191.38446,200.92457
19.48667,-8.66745,43.92378,55.50323,657.98535,191.55173,200.08822
19.49,1.74055,43.16504,52.85481,656.47984,192.88993,200.7573
19.49333,4.34304,43.92378,54.84111,657.48353,190.88261,200.59003
19.49667,-2.16245,43.67087,53.68244,657.14899,192.72266,200.7573
19.5,-13.87194,43.7341,53.68244,657.14899,190.71534,198.91729
19.50333,-16.47394,43.67087,52.52377,657.31626,191.38446,202.09554
19.50667,-8.66745,43.7341,55.50323,657.81808,190.3808,198.91729
19.51,-8.66745,43.54441,52.68929,656.98172,192.72266,200.08822
19.51333,-20.37694,43.79733,55.00663,656.64718,189.37714,199.58637
19.51667,1.74055,43.79733,51.86169,656.31257,191.38446,199.4191
19.52,-3.46345,44.23995,53.51692,656.98172,189.04259,199.4191
19.52333,-0.86145,43.92378,51.86169,657.14899,191.38446,200.08822
19.52667,4.34304,44.30318,53.84796,657.48353,189.37714,197.57905
19.53,-2.16245,43.92378,55.00663,657.14899,191.719,198.91729
19.53333,-8.66745,44.23995,53.84796,655.81076,188.2062,198.41544
19.53667,12.14905,43.79733,54.01351,659.15631,189.04259,197.74632
19.54,0.43955,43.98704,51.86169,655.97803,190.88261,198.41544
19.54333,-3.46345,44.30318,54.17903,656.64718,187.53709,198.24817
19.54667,6.94504,44.17672,54.01351,658.31989,190.54807,197.91363
19.55,0.43955,44.23995,52.52377,655.64348,188.54075,196.74269
19.55333,-15.17294,44.42964,55.17219,657.48353,189.04259,197.24451
19.55667,3.04155,44.11349,51.86169,658.31989,188.87529,198.41544
19.56,-9.96845,44.55609,53.84796,657.48353,187.20254,197.24451
19.56333,4.34304,44.55609,54.34455,657.14899,187.87163,197.91363
19.56667,-9.96845,43.92378,52.52377,656.81445,188.87529,196.90996
19.57,4.34304,44.61932,53.51692,656.81445,187.03527,195.57173
19.57333,-4.76445,43.92378,54.51007,658.48716,188.70802,197.07724
19.57667,-4.76445,44.17672,52.02721,655.81076,188.54075,197.07724
19.58,-8.66745,44.68255,53.3514,656.1453,186.868,195.9063
19.58333,1.74055,44.36641,52.35825,657.14899,187.20254,197.24451
19.58667,-9.96845,44.99872,51.53062,656.81445,187.36982,196.40812
19.59,-15.17294,44.74578,54.67559,657.81808,187.70436,195.40446
19.59333,0.43955,44.55609,50.53747,656.98172,187.20254,196.90996
19.59667,-8.66745,44.74578,53.51692,656.47984,187.53709,192.72805
19.6,-8.66745,44.68255,52.35825,657.14899,187.03527,196.40812
19.60333,5.64404,44.74578,52.19273,656.81445,185.02795,196.24085
19.60667,-12.57045,44.49286,53.51692,657.48353,186.03161,194.23353
19.61,-8.66745,44.11349,51.86169,656.64718,186.7007,196.07358
19.61333,-4.76445,44.87226,53.3514,656.64718,185.52977,194.4008
19.61667,-7.36645,44.87226,53.18588,658.82177,185.19522,194.73537
19.62,-0.86145,44.23995,51.53062,655.97803,185.86434,196.24085
19.62333,-6.06545,44.55609,53.68244,656.47984,183.85702,194.73537
19.62667,-0.86145,44.93549,53.18588,657.31626,185.19522,194.06626
19.63,-11.26945,44.11349,52.85481,656.98172,187.03527,195.40446
19.63333,-8.66745,44.80903,51.19958,657.6508,184.19156,192.89532
19.63667,-4.76445,44.99872,53.02036,658.15262,184.69341,192.72805
19.64,-13.87194,44.30318,52.85481,658.48716,184.86068,194.4008
19.64333,-0.86145,44.49286,52.19273,656.64718,184.02429,194.73537
19.64667,3.04155,44.49286,52.85481,658.15262,185.02795,193.56444
19.65,-16.47394,44.30318,52.85481,655.81076,184.52611,194.23353
19.65333,-7.36645,44.49286,54.34455,656.98172,182.51882,191.72439
19.65667,9.54705,44.36641,53.02036,658.48716,184.86068,193.73171
19.66,-3.46345,44.17672,50.86854,655.30894,184.52611,193.89898
19.66333,-13.87194,44.49286,52.52377,657.81808,183.85702,192.05894
19.66667,-6.06545,44.23995,51.69614,657.14899,184.86068,192.22621
19.67,-29.48394,44.55609,53.18588,656.47984,183.1879,191.55712
19.67333,1.74055,44.23995,52.19273,659.15631,183.02063,191.55712
19.67667,-4.76445,43.86055,51.53062,658.15262,184.19156,192.72805
19.68,-13.87194,44.36641,51.86169,656.98172,181.8497,191.89166
19.68333,-8.66745,44.30318,54.01351,658.31989,182.68609,191.55712
19.68667,-3.46345,44.23995,50.20643,657.98535,183.1879,191.55712
19.69,-32.08643,44.36641,52.85481,656.47984,181.18058,190.888
19.69333,8.24605,44.80903,52.19273,658.31989,181.18058,190.21892
19.69667,6.94504,44.61932,53.51692,658.65443,182.51882,190.21892
19.7,-19.07594,44.17672,50.37195,656.64718,181.34785,192.05894
19.70333,-17.77494,44.74578,51.69614,656.98172,181.68243,188.71341
19.70667,-8.66745,44.23995,52.52377,658.15262,183.02063,191.05527
19.71,-9.96845,44.36641,51.19958,655.97803,181.51516,190.55346
19.71333,-4.76445,44.61932,52.52377,657.31626,180.5115,189.71707
19.71667,-11.26945,44.36641,52.02721,657.48353,183.1879,190.38619
19.72,-13.87194,44.49286,49.21328,655.64348,181.8497,191.89166
19.72333,-9.96845,44.36641,51.69614,656.81445,179.84238,189.38253
19.72667,-4.76445,44.30318,52.52377,657.48353,181.01331,188.88068
19.73,0.43955,44.17672,52.02721,656.98172,181.51516,190.888
19.73333,-11.26945,44.55609,53.51692,656.1453,179.00599,189.04795
19.73667,3.04155,44.55609,51.53062,658.82177,179.67511,189.5498
19.74,-2.16245,44.55609,51.53062,656.64718,179.34057,187.87702
19.74333,-6.06545,44.17672,51.19958,658.48716,180.84604,190.05161
19.74667,-12.57045,44.05026,51.3651,655.97803,179.34057,189.38253
19.75,-17.77494,44.74578,54.17903,656.98172,179.34057,188.71341
19.75333,-4.76445,44.11349,49.54432,657.6508,179.50784,189.21526
19.75667,-4.76445,43.98704,51.19958,654.63986,178.67145,188.37887
19.76,-2.16245,44.55609,53.02036,657.14899,177.83506,189.38253
19.76333,-8.66745,43.98704,51.19958,656.47984,178.50418,187.87702
19.76667,-9.96845,43.98704,50.86854,656.31257,177.16597,186.70609
19.77,-9.96845,43.79733,52.02721,656.98172,178.50418,188.2116
19.77333,5.64404,44.23995,50.86854,656.64718,175.4932,187.20794
19.77667,-7.36645,44.23995,51.3651,657.14899,178.83872,187.37521
19.78,-13.87194,44.17672,51.69614,655.97803,177.66779,188.54614
19.78333,0.43955,44.42964,51.69614,658.65443,178.00233,187.54248
19.78667,-7.36645,43.79733,49.04776,656.47984,177.50052,187.54248
19.79,0.43955,44.23995,53.51692,656.98172,175.66047,186.03701
19.79333,-13.87194,43.98704,52.19273,657.48353,178.50418,187.70975
19.79667,5.64404,44.05026,50.37195,656.47984,176.99867,184.69877
19.8,-8.66745,43.86055,50.70299,657.98535,177.50052,187.37521
19.80333,-12.57045,44.17672,51.19958,655.81076,176.16231,186.53882
19.80667,-7.36645,44.11349,51.86169,657.98535,176.8314,186.70609
19.81,-22.97894,43.79733,52.19273,656.1453,175.32592,186.03701
19.81333,-6.06545,43.92378,52.85481,658.98904,177.33325,185.36789
19.81667,-0.86145,43.86055,51.3651,656.47984,177.33325,186.53882
19.82,-8.66745,44.30318,51.86169,657.98535,173.98772,183.52784
19.82333,-2.16245,43.92378,50.86854,657.31626,176.99867,184.5315
19.82667,-6.06545,43.92378,50.37195,655.97803,174.99138,184.02968
19.83,-11.26945,44.05026,51.53062,657.98535,175.4932,185.70243
19.83333,-11.26945,43.67087,50.20643,656.47984,177.16597,184.19696
19.83667,-3.46345,43.7341,51.86169,657.14899,174.65681,182.85875
19.84,-26.88194,43.16504,53.3514,657.6508,175.4932,183.69511
19.84333,-8.66745,43.79733,48.55117,656.1453,174.99138,184.69877
19.84667,-3.46345,44.11349,51.03406,654.9744,174.65681,182.69148
19.85,-19.07594,43.98704,52.02721,658.15262,174.48954,184.36423
19.85333,-17.77494,43.54441,49.54432,657.14899,176.16231,184.02968
19.85667,-0.86145,44.05026,49.70984,657.31626,174.48954,182.02236
19.86,-22.97894,43.67087,52.02721,658.15262,175.32592,183.36057
19.86333,-3.46345,44.23995,49.3788,657.14899,173.15133,182.85875
19.86667,-7.36645,44.49286,52.19273,657.6508,175.15865,182.02236
19.87,-13.87194,44.11349,50.20643,657.48353,176.49686,184.69877
19.87333,-19.07594,44.30318,50.20643,656.98172,173.3186,184.19696
19.87667,-7.36645,44.49286,50.37195,657.14899,172.48222,181.52052
19.88,-13.87194,44.17672,52.35825,657.6508,173.15133,183.02602
19.88333,-7.36645,44.23995,49.54432,655.47621,174.65681,183.1933
19.88667,-3.46345,44.42964,50.53747,657.81808,173.15133,182.02236
19.89,-2.16245,44.36641,50.53747,657.81808,174.82408,181.35325
19.89333,-16.47394,44.17672,49.54432,657.48353,174.65681,183.69511
19.89667,-13.87194,44.93549,49.21328,657.31626,171.31128,181.85509
19.9,-17.77494,44.61932,50.37195,657.6508,173.48588,181.18598
19.90333,-3.46345,44.36641,48.88224,656.47984,172.98406,183.02602
19.90667,-2.16245,44.49286,49.54432,656.98172,171.64583,180.68416
19.91,-13.87194,44.61932,51.53062,658.31989,172.81679,180.68416
19.91333,-13.87194,44.55609,50.86854,658.15262,172.48222,182.69148
19.91667,5.64404,44.55609,51.19958,657.98535,170.14035,179.51323
19.92,4.34304,44.36641,52.02721,659.65813,170.6422,180.68416
19.92333,-9.96845,44.30318,50.53747,656.47984,171.9804,179.34593
19.92667,-11.26945,44.17672,51.53062,657.81808,173.15133,180.51689
19.93,-17.77494,44.23995,49.04776,658.31989,170.97674,182.85875
19.93333,-6.06545,44.36641,50.04091,656.98172,170.80947,178.67684
19.93667,-15.17294,44.42964,50.86854,658.65443,170.6422,178.67684
19.94,-24.27994,44.61932,50.04091,658.48716,170.14035,180.68416
19.94333,-0.86145,44.17672,49.21328,657.14899,169.80581,179.01138
19.94667,-6.06545,44.55609,50.86854,658.65443,172.48222,178.17499
19.95,-19.07594,44.74578,48.88224,656.1453,170.4749,180.68416
19.95333,-15.17294,44.55609,50.37195,657.48353,169.63854,177.33864
19.95667,-19.07594,44.80903,50.86854,658.48716,171.14401,178.50957
19.96,-24.27994,44.55609,49.54432,656.47984,170.30762,179.6805
19.96333,-13.87194,44.99872,50.20643,658.15262,168.3003,178.00772
19.96667,-21.67794,44.23995,49.04776,657.48353,172.14767,179.34593
19.97,-12.57045,47.02208,49.21328,656.47984,169.80581,179.17866
19.97333,-20.37694,44.68255,50.86854,658.48716,169.47123,178.67684
19.97667,-8.66745,44.05026,48.05461,657.81808,169.47123,179.01138
19.98,-4.76445,44.99872,51.03406,656.47984,167.12937,177.17133
19.98333,-9.96845,44.99872,51.53062,658.82177,169.47123,178.00772
19.98667,3.04155,46.38977,48.55117,657.14899,169.80581,177.84045
19.99,-13.87194,45.06195,49.87539,656.64718,168.3003,176.83679
19.99333,-9.96845,45.1884,50.37195,658.15262,166.9621,176.83679
19.99667,-2.16245,44.68255,48.71672,658.48716,168.3003,177.50591
20,-16.47394,45.1884,49.70984,656.1453,167.46395,177.17133
20.00333,-15.17294,46.38977,50.20643,657.14899,167.79849,175.83313
20.00667,-6.06545,44.68255,47.88909,659.49085,168.80215,177.00406
20.01,-12.57045,44.80903,49.04776,655.97803,168.96942,177.17133
20.01333,-25.58094,44.87226,49.70984,657.48353,165.45663,176.50225
20.01667,-9.96845,44.68255,50.20643,658.82177,167.12937,175.49859
20.02,-24.27994,45.82071,49.87539,658.65443,167.46395,176.83679
20.02333,-8.66745,44.93549,48.88224,656.64718,167.79849,177.00406
20.02667,-9.96845,45.25163,49.87539,658.82177,167.29664,175.16405
20.03,-13.87194,44.30318,48.88224,657.6508,168.80215,175.66586
20.03333,-12.57045,44.61932,47.88909,656.47984,166.12571,178.00772
20.03667,-6.06545,45.82071,49.70984,657.31626,165.6239,173.82581
20.04,-21.67794,44.49286,48.88224,658.31989,167.46395,175.66586
20.04333,-7.36645,44.68255,49.54432,656.98172,166.29298,176.0004
20.04667,-11.26945,45.06195,48.22013,658.48716,165.95844,173.99311
20.05,-8.66745,44.74578,49.3788,658.48716,167.63122,175.16405
20.05333,-25.58094,45.06195,47.55802,657.31626,166.29298,176.33498
20.05667,-13.87194,43.79733,48.22013,657.48353,164.78751,173.324
20.06,-19.07594,44.74578,50.86854,657.6508,165.45663,173.65854
20.06333,-24.27994,44.68255,49.54432,657.81808,166.62756,175.33132
20.06667,-7.36645,44.74578,47.3925,657.6508,165.12205,174.16039
20.07,-15.17294,45.06195,49.3788,656.47984,165.6239,173.99311
20.07333,-21.67794,43.10179,48.22013,658.65443,167.29664,175.33132
20.07667,-9.96845,44.49286,47.22698,656.1453,164.78751,174.99674
20.08,-22.97894,45.06195,51.19958,658.65443,164.11839,172.82215
20.08333,-12.57045,44.23995,48.55117,658.31989,166.62756,175.16405
20.08667,-7.36645,44.49286,47.06146,655.97803,164.11839,173.49127
20.09,-20.37694,43.79733,49.70984,658.65443,164.11839,173.65854
20.09333,-9.96845,44.36641,46.89594,655.81076,164.95478,172.98945
20.09667,-11.26945,45.12517,49.3788,657.48353,163.28203,171.65122
20.1,-29.48394,44.42964,50.20643,658.48716,164.11839,172.65488
20.10333,-3.46345,44.68255,46.39935,658.31989,163.78385,171.98579
20.10667,-6.06545,43.35473,48.05461,658.31989,165.45663,171.31668
20.11,-29.48394,44.30318,46.06831,657.6508,164.62024,174.6622
20.11333,-9.96845,44.61932,48.55117,656.98172,162.94746,169.97847
20.11667,-15.17294,44.68255,48.22013,658.31989,164.45297,171.65122
20.12,-19.07594,44.42964,47.72357,656.98172,161.27471,170.98213
20.12333,-7.36645,44.11349,47.55802,659.8254,162.78019,171.65122
20.12667,-9.96845,44.80903,46.5649,658.31989,165.28935,173.15673
20.13,-6.06545,44.30318,46.06831,656.47984,162.78019,171.1494
20.13333,-24.27994,44.93549,48.38565,657.81808,162.44564,171.48395
20.13667,-15.17294,44.68255,46.06831,657.31626,162.78019,171.31668
20.14,-13.87194,44.17672,48.05461,655.64348,161.9438,170.48029
20.14333,-20.37694,45.06195,48.38565,657.48353,162.27837,169.97847
20.14667,-11.26945,44.30318,47.06146,657.98535,164.11839,170.48029
20.15,-12.57045,44.11349,46.06831,657.14899,161.60926,170.98213
20.15333,-13.87194,44.80903,48.38565,657.98535,160.94017,170.31302
20.15667,-19.07594,44.11349,46.23383,657.98535,161.44198,170.81486
20.16,-6.06545,44.55609,48.22013,657.31626,159.60194,168.97481
20.16333,-28.18294,44.49286,47.72357,658.15262,162.78019,169.47663
20.16667,-19.07594,44.68255,47.55802,658.65443,160.94017,168.80754
20.17,-6.06545,44.30318,47.22698,657.81808,163.78385,169.6439
20.17333,-11.26945,44.61932,46.5649,656.47984,159.26739,169.8112
20.17667,-9.96845,44.23995,47.06146,657.6508,161.44198,168.80754
20.18,-22.97894,44.36641,45.90279,656.31257,160.10378,169.30936
20.18333,-24.27994,44.93549,49.04776,657.81808,159.43466,167.46931
20.18667,-20.37694,44.61932,46.06831,658.65443,161.44198,168.80754
20.19,-26.88194,44.61932,45.73727,656.47984,159.76921,169.8112
20.19333,-29.48394,44.80903,47.88909,658.82177,160.27105,167.46931
20.19667,-9.96845,44.55609,46.06831,655.97803,159.76921,170.14574
20.2,-19.07594,44.87226,46.23383,657.6508,158.93285,166.46568
20.20333,-12.57045,44.80903,45.90279,657.98535,159.43466,168.47297
20.20667,-24.27994,44.42964,46.39935,655.30894,159.76921,168.13842
20.21,-24.27994,44.68255,46.89594,658.15262,158.93285,166.63295
20.21333,-20.37694,44.49286,46.23383,658.82177,159.93651,166.80022
20.21667,-16.47394,44.61932,46.5649,656.81445,157.76192,166.80022
20.22,-29.48394,45.06195,46.89594,657.31626,156.92553,167.13476
20.22333,-19.07594,44.17672,45.90279,657.14899,158.93285,167.63661
20.22667,-19.07594,44.80903,44.5786,656.1453,158.431,166.96749
20.23,-26.88194,44.42964,47.72357,658.82177,159.10012,166.46568
20.23333,-15.17294,44.74578,45.07516,656.31257,158.76558,166.63295
20.23667,-25.58094,44.93549,47.55802,658.15262,157.42734,165.79656
20.24,-29.48394,44.49286,45.73727,656.81445,158.431,168.3057
20.24333,-16.47394,44.87226,46.06831,656.64718,157.59462,164.96017
20.24667,-13.87194,44.61932,46.06831,657.98535,159.26739,166.29838
20.25,-20.37694,44.61932,44.41308,656.98172,158.09646,166.63295
20.25333,-9.96845,44.80903,45.90279,657.6508,155.92187,165.29472
20.25667,-17.77494,44.49286,47.88909,656.98172,157.0928,165.46202
20.26,-24.27994,44.61932,47.06146,656.1453,154.58367,166.46568
20.26333,-12.57045,44.68255,49.70984,656.31257,154.75094,163.95651
20.26667,-3.46345,44.23995,49.54432,658.65443,158.59828,166.1311
20.27,-22.97894,44.68255,49.54432,658.65443,154.24909,163.95651
