Time (sec),Time Since Ignition (sec),LC1 Axial Load (lbf),PT1 Combustion Pressure (psi),PT2 Feedline Pressure (psi),PT3 Injector Pressure (psi),PT4 Ox-Tank Pressure (psi)
7911.23667,1.23667,-73.71942,-0.27861,741.45626,743.89813,741.22712
7911.24,1.24,-72.41842,0.54901,741.62353,745.40364,743.56898
7911.24333,1.24333,-75.02042,1.70768,741.45626,742.55996,742.56535
7911.24667,1.24667,-68.51542,0.38349,744.13267,744.40001,742.8999
7911.25,1.25,-72.41842,0.21795,740.78711,743.22905,743.90352
7911.25333,1.25333,-69.81642,0.88006,743.63085,744.56728,743.73625
7911.25667,1.25667,-65.91342,0.54901,742.62716,743.56359,741.39439
7911.26,1.26,-71.11742,2.03873,742.62716,745.57091,742.8999
7911.26333,1.26333,-68.51542,-0.11309,742.9617,743.06177,742.56535
7911.26667,1.26667,-76.32142,0.21795,742.79443,746.24006,742.8999
7911.27,1.27,-76.32142,0.88006,742.12535,742.8945,743.23444
7911.27333,1.27333,-75.02042,0.21795,743.29631,744.56728,743.90352
7911.27667,1.27667,-80.22442,-0.27861,741.62353,743.73086,741.72893
7911.28,1.28,-76.32142,0.38349,742.29262,745.0691,743.56898
7911.28333,1.28333,-71.11742,0.71453,741.62353,743.22905,743.06717
7911.28667,1.28667,-63.31093,0.71453,743.46358,744.40001,742.8999
7911.29,1.29,-76.32142,0.05243,740.61984,744.56728,743.06717
7911.29333,1.29333,-77.62242,1.54216,742.79443,743.06177,744.07086
7911.29667,1.29667,-71.11742,0.54901,742.29262,744.73455,743.73625
7911.3,1.3,-71.11742,1.54216,742.12535,743.56359,742.39808
7911.30333,1.30333,-73.71942,3.03188,743.79812,744.40001,743.23444
7911.30667,1.30667,-62.00993,-0.60966,742.79443,743.73086,742.39808
7911.31,1.31,-76.32142,0.88006,742.62716,746.24006,742.73262
7911.31333,1.31333,-67.21442,0.54901,742.29262,744.06547,744.73994
7911.31667,1.31667,-73.71942,2.20425,743.29631,744.56728,742.8999
7911.32,1.32,-76.32142,-0.44414,741.62353,743.89813,743.23444
7911.32333,1.32333,-85.42891,2.36977,742.9617,744.56728,743.40171
7911.32667,1.32667,-75.02042,-1.76833,743.79812,744.40001,744.57267
7911.33,1.33,-90.63291,-0.60966,741.62353,743.56359,741.56166
7911.33333,1.33333,-72.41842,0.88006,742.62716,744.23274,744.57267
7911.33667,1.33667,-77.62242,0.38349,741.45626,743.73086,743.56898
7911.34,1.34,-69.81642,0.88006,741.62353,744.73455,742.56535
7911.34333,1.34333,-73.71942,-0.11309,741.95807,744.06547,744.4054
7911.34667,1.34667,-62.00993,1.04558,742.79443,744.56728,742.39808
7911.35,1.35,-73.71942,0.38349,742.45989,745.0691,744.07086
7911.35333,1.35333,-68.51542,0.88006,742.79443,742.72723,743.73625
7911.35667,1.35667,-78.92342,0.71453,743.79812,744.73455,742.06354
7911.36,1.36,-71.11742,0.71453,741.7908,743.56359,742.39808
7911.36333,1.36333,-73.71942,2.36977,743.29631,744.56728,742.73262
7911.36667,1.36667,-62.00993,-1.10624,742.62716,743.89813,742.23081
7911.37,1.37,-71.11742,0.38349,742.12535,746.24006,743.06717
7911.37333,1.37333,-76.32142,0.38349,742.62716,743.06177,743.06717
7911.37667,1.37667,-76.32142,-0.77518,742.12535,745.0691,744.90722
7911.38,1.38,-73.71942,-0.11309,742.12535,743.89813,741.56166
7911.38333,1.38333,-72.41842,0.21795,741.12172,745.40364,743.90352
7911.38667,1.38667,-65.91342,0.21795,742.29262,743.56359,741.8962
7911.39,1.39,-72.41842,0.05243,741.28899,745.73818,742.73262
7911.39333,1.39333,-71.11742,0.38349,741.95807,742.55996,743.73625
7911.39667,1.39667,-72.41842,1.2111,742.45989,745.40364,743.23444
7911.4,1.4,-73.71942,0.71453,742.12535,743.56359,742.73262
7911.40333,1.40333,-77.62242,2.86635,743.12904,744.06547,742.56535
7911.40667,1.40667,-56.80592,-0.94072,742.9617,744.73455,743.73625
7911.41,1.41,-72.41842,1.2111,741.95807,744.56728,742.06354
7911.41333,1.41333,-69.81642,0.21795,743.12904,745.23637,744.07086
7911.41667,1.41667,-69.81642,-0.11309,741.45626,743.89813,741.05985
7911.42,1.42,-78.92342,0.71453,742.9617,744.73455,741.39439
7911.42333,1.42333,-85.42891,0.54901,741.7908,744.23274,743.56898
7911.42667,1.42667,-73.71942,0.88006,743.96539,745.23637,741.8962
7911.43,1.43,-81.52591,-1.27176,741.12172,746.07272,742.73262
7911.43333,1.43333,-78.92342,0.38349,741.7908,743.89813,742.73262
7911.43667,1.43667,-82.82691,-0.77518,742.29262,744.56728,744.4054
7911.44,1.44,-71.11742,1.04558,742.12535,744.73455,742.06354
7911.44333,1.44333,-76.32142,1.04558,742.45989,745.23637,744.07086
7911.44667,1.44667,-59.40792,0.54901,742.62716,743.22905,741.39439
7911.45,1.45,-77.62242,-0.60966,741.28899,745.90545,743.40171
7911.45333,1.45333,-73.71942,0.54901,742.29262,743.22905,743.56898
7911.45667,1.45667,-76.32142,-0.94072,741.62353,744.40001,743.73625
7911.46,1.46,-77.62242,1.54216,742.79443,745.23637,742.73262
7911.46333,1.46333,-77.62242,0.54901,742.12535,743.39632,742.8999
7911.46667,1.46667,-73.71942,0.05243,744.63448,745.0691,742.56535
7911.47,1.47,-69.81642,-0.94072,741.62353,745.23637,743.06717
7911.47333,1.47333,-72.41842,1.54216,742.12535,744.06547,743.23444
7911.47667,1.47667,-85.42891,-0.77518,741.12172,744.40001,743.23444
7911.48,1.48,-82.82691,2.03873,742.62716,744.40001,742.56535
7911.48333,1.48333,-69.81642,-1.76833,742.29262,744.90182,743.40171
7911.48667,1.48667,-76.32142,0.71453,742.62716,744.23274,741.72893
7911.49,1.49,-75.02042,1.37664,742.79443,745.40364,743.73625
7911.49333,1.49333,-67.21442,0.05243,741.28899,743.56359,744.57267
7911.49667,1.49667,-72.41842,0.54901,741.95807,743.22905,741.56166
7911.5,1.5,-69.81642,1.70768,742.12535,745.23637,742.23081
7911.50333,1.50333,-73.71942,0.54901,742.29262,744.06547,743.40171
7911.50667,1.50667,-67.21442,-0.44414,743.46358,743.56359,741.05985
7911.51,1.51,-73.71942,-0.11309,741.7908,746.40733,742.73262
7911.51333,1.51333,-67.21442,0.38349,742.12535,743.39632,741.8962
7911.51667,1.51667,-65.91342,0.21795,742.9617,745.40364,743.56898
7911.52,1.52,-77.62242,-0.60966,741.28899,743.73086,742.06354
7911.52333,1.52333,-89.33191,0.54901,743.12904,745.23637,743.06717
7911.52667,1.52667,-72.41842,-1.93387,742.45989,743.89813,742.73262
7911.53,1.53,-84.12791,0.38349,742.29262,745.23637,742.23081
7911.53333,1.53333,-84.12791,-0.27861,741.45626,743.06177,743.06717
7911.53667,1.53667,-67.21442,1.04558,742.79443,744.40001,741.8962
7911.54,1.54,-78.92342,0.21795,741.62353,743.89813,743.23444
7911.54333,1.54333,-75.02042,2.03873,742.79443,744.40001,743.73625
7911.54667,1.54667,-67.21442,-1.93387,743.12904,744.40001,742.06354
7911.55,1.55,-73.71942,1.87321,741.62353,744.56728,741.22712
7911.55333,1.55333,-72.41842,-0.44414,742.29262,743.73086,744.4054
7911.55667,1.55667,-68.51542,0.54901,742.45989,743.89813,741.39439
7911.56,1.56,-75.02042,-0.27861,742.45989,745.90545,743.90352
7911.56333,1.56333,-73.71942,1.87321,742.12535,743.73086,740.7253
7911.56667,1.56667,-63.31093,0.05243,744.29994,745.40364,742.8999
7911.57,1.57,-73.71942,-0.11309,740.61984,744.90182,742.06354
7911.57333,1.57333,-71.11742,0.88006,743.46358,745.23637,743.40171
7911.57667,1.57667,-78.92342,-1.43729,742.12535,743.73086,744.07086
7911.58,1.58,-76.32142,-0.11309,743.12904,744.90182,741.39439
7911.58333,1.58333,-69.81642,0.71453,741.28899,743.22905,742.56535
7911.58667,1.58667,-63.31093,0.38349,744.13267,744.73455,742.73262
7911.59,1.59,-73.71942,-0.11309,740.2853,744.56728,741.22712
7911.59333,1.59333,-77.62242,1.2111,742.9617,744.90182,744.07086
7911.59667,1.59667,-73.71942,0.88006,741.12172,743.22905,741.05985
7911.6,1.6,-71.11742,-0.27861,742.12535,744.56728,742.39808
7911.60333,1.60333,-73.71942,2.03873,742.79443,744.06547,741.39439
7911.60667,1.60667,-65.91342,-1.43729,743.46358,744.56728,743.56898
7911.61,1.61,-76.32142,0.88006,742.62716,745.23637,741.56166
7911.61333,1.61333,-71.11742,-0.27861,741.62353,744.40001,744.73994
7911.61667,1.61667,-80.22442,0.88006,742.62716,744.56728,742.8999
7911.62,1.62,-76.32142,-0.60966,741.12172,745.0691,743.56898
7911.62333,1.62333,-81.52591,1.87321,742.62716,743.56359,743.06717
7911.62667,1.62667,-69.81642,-0.94072,742.9617,745.57091,743.56898
7911.63,1.63,-86.72991,0.21795,740.95445,745.0691,741.72893
7911.63333,1.63333,-81.52591,-0.94072,742.62716,744.56728,744.90722
7911.63667,1.63667,-72.41842,-0.11309,742.12535,743.56359,740.7253
7911.64,1.64,-69.81642,0.54901,742.12535,745.23637,742.73262
7911.64333,1.64333,-72.41842,1.04558,741.62353,742.72723,743.23444
7911.64667,1.64667,-65.91342,0.21795,743.29631,744.56728,742.8999
7911.65,1.65,-78.92342,-0.11309,742.12535,744.56728,744.57267
7911.65333,1.65333,-72.41842,2.36977,743.79812,742.8945,743.90352
7911.65667,1.65667,-78.92342,-0.94072,742.12535,744.73455,743.23444
7911.66,1.66,-80.22442,1.87321,742.62716,744.23274,742.8999
7911.66333,1.66333,-65.91342,-1.60281,742.79443,744.06547,742.8999
7911.66667,1.66667,-68.51542,0.88006,743.12904,745.23637,741.72893
7911.67,1.67,-72.41842,-0.44414,742.45989,745.73818,744.73994
7911.67333,1.67333,-72.41842,0.54901,742.29262,744.40001,743.56898
7911.67667,1.67667,-82.82691,0.71453,743.12904,745.90545,743.23444
7911.68,1.68,-80.22442,-0.60966,739.1144,744.56728,743.40171
7911.68333,1.68333,-76.32142,2.20425,742.45989,743.89813,742.06354
7911.68667,1.68667,-59.40792,-1.60281,742.29262,744.06547,744.4054
7911.69,1.69,-72.41842,2.03873,740.61984,745.0691,741.56166
7911.69333,1.69333,-65.91342,0.71453,740.61984,743.73086,745.5763
7911.69667,1.69667,-71.11742,1.04558,741.45626,743.22905,741.8962
7911.7,1.7,-71.11742,-0.44414,742.29262,744.23274,744.07086
7911.70333,1.70333,-76.32142,2.20425,742.29262,743.22905,742.06354
7911.70667,1.70667,-62.00993,-0.77518,743.46358,744.90182,743.73625
7911.71,1.71,-76.32142,0.38349,740.95445,745.23637,742.8999
7911.71333,1.71333,-80.22442,0.38349,742.45989,744.06547,743.56898
7911.71667,1.71667,-71.11742,0.05243,740.95445,742.8945,743.40171
7911.72,1.72,-76.32142,1.04558,742.62716,745.40364,743.90352
7911.72333,1.72333,-77.62242,0.54901,741.95807,743.89813,743.23444
7911.72667,1.72667,-72.41842,1.04558,743.63085,744.23274,743.06717
7911.73,1.73,-76.32142,-0.27861,739.95075,745.0691,741.8962
7911.73333,1.73333,-72.41842,1.37664,742.79443,743.39632,744.4054
7911.73667,1.73667,-67.21442,0.05243,742.62716,744.73455,743.90352
7911.74,1.74,-76.32142,0.38349,741.62353,743.56359,741.72893
7911.74333,1.74333,-80.22442,2.20425,743.29631,744.23274,742.23081
7911.74667,1.74667,-72.41842,-1.27176,741.95807,742.55996,742.39808
7911.75,1.75,-80.22442,1.04558,742.62716,745.57091,742.8999
7911.75333,1.75333,-71.11742,0.05243,741.7908,743.06177,745.40903
7911.75667,1.75667,-84.12791,0.54901,742.29262,744.40001,743.56898
7911.76,1.76,-76.32142,-0.94072,742.62716,745.90545,742.8999
7911.76333,1.76333,-76.32142,1.37664,741.28899,742.8945,742.56535
7911.76667,1.76667,-59.40792,0.21795,743.46358,745.23637,743.56898
7911.77,1.77,-73.71942,0.21795,740.11803,744.06547,743.40171
7911.77333,1.77333,-72.41842,1.2111,742.12535,742.39269,744.23813
7911.77667,1.77667,-71.11742,1.04558,742.62716,744.56728,744.4054
7911.78,1.78,-69.81642,1.87321,742.62716,743.56359,742.39808
7911.78333,1.78333,-73.71942,0.54901,743.12904,743.89813,743.90352
7911.78667,1.78667,-56.80592,0.71453,743.63085,743.39632,742.56535
7911.79,1.79,-72.41842,0.38349,743.29631,745.40364,743.90352
7911.79333,1.79333,-68.51542,-0.11309,742.12535,743.73086,744.23813
7911.79667,1.79667,-69.81642,1.70768,742.62716,743.89813,741.39439
7911.8,1.8,-77.62242,-0.27861,742.12535,744.56728,744.07086
7911.80333,1.80333,-82.82691,1.70768,742.29262,743.06177,743.23444
7911.80667,1.80667,-72.41842,-0.27861,744.63448,745.23637,743.23444
7911.81,1.81,-84.12791,-0.94072,740.78711,744.40001,743.40171
7911.81333,1.81333,-75.02042,1.04558,742.9617,743.39632,743.56898
7911.81667,1.81667,-73.71942,-0.60966,741.7908,744.56728,744.57267
7911.82,1.82,-73.71942,0.38349,741.95807,742.8945,741.39439
7911.82333,1.82333,-69.81642,0.38349,742.9617,744.23274,744.23813
7911.82667,1.82667,-56.80592,0.54901,742.79443,742.72723,743.23444
7911.83,1.83,-72.41842,1.2111,742.62716,744.06547,743.56898
7911.83333,1.83333,-72.41842,0.05243,741.45626,743.39632,744.4054
7911.83667,1.83667,-75.02042,1.70768,742.12535,744.73455,742.23081
7911.84,1.84,-76.32142,1.04558,741.45626,743.22905,741.8962
7911.84333,1.84333,-68.51542,0.38349,744.13267,744.40001,742.73262
7911.84667,1.84667,-71.11742,-1.10624,741.45626,744.73455,741.22712
7911.85,1.85,-75.02042,0.05243,743.46358,744.56728,744.07086
7911.85333,1.85333,-80.22442,0.38349,742.12535,743.22905,742.8999
7911.85667,1.85667,-80.22442,1.54216,743.29631,745.0691,741.8962
7911.86,1.86,-71.11742,-0.77518,741.45626,743.22905,744.4054
7911.86333,1.86333,-82.82691,2.20425,743.12904,744.06547,743.23444
7911.86667,1.86667,-60.70893,-0.11309,742.12535,743.22905,742.39808
7911.87,1.87,-73.71942,0.38349,741.95807,744.73455,744.73994
7911.87333,1.87333,-67.21442,1.2111,741.95807,742.72723,743.23444
7911.87667,1.87667,-80.22442,-0.11309,742.9617,744.56728,745.24176
7911.88,1.88,-78.92342,1.87321,742.62716,743.89813,742.06354
7911.88333,1.88333,-67.21442,-0.60966,742.62716,744.06547,743.56898
7911.88667,1.88667,-71.11742,0.54901,743.46358,745.40364,742.56535
7911.89,1.89,-71.11742,0.05243,741.7908,743.89813,742.8999
7911.89333,1.89333,-73.71942,1.2111,744.13267,744.90182,744.90722
7911.89667,1.89667,-69.81642,0.38349,742.12535,743.22905,740.39076
7911.9,1.9,-81.52591,0.54901,742.62716,744.90182,743.40171
7911.90333,1.90333,-78.92342,0.71453,741.45626,743.89813,743.73625
7911.90667,1.90667,-68.51542,0.54901,743.12904,744.56728,743.40171
7911.91,1.91,-80.22442,-1.10624,739.78348,745.23637,743.23444
7911.91333,1.91333,-71.11742,1.04558,742.12535,743.56359,744.4054
7911.91667,1.91667,-69.81642,-0.77518,741.12172,744.23274,743.23444
7911.92,1.92,-73.71942,1.04558,742.45989,743.22905,741.39439
7911.92333,1.92333,-73.71942,-0.11309,741.95807,743.73086,744.23813
7911.92667,1.92667,-71.11742,0.54901,743.96539,743.89813,742.23081
7911.93,1.93,-73.71942,-0.44414,741.95807,745.73818,743.40171
7911.93333,1.93333,-73.71942,0.38349,742.29262,743.56359,742.56535
7911.93667,1.93667,-71.11742,0.54901,742.9617,745.23637,743.90352
7911.94,1.94,-77.62242,-0.44414,740.95445,743.73086,742.06354
7911.94333,1.94333,-88.03091,1.70768,743.12904,744.90182,743.56898
7911.94667,1.94667,-72.41842,-1.10624,741.62353,744.06547,744.07086
7911.95,1.95,-86.72991,1.2111,742.12535,745.23637,742.73262
7911.95333,1.95333,-75.02042,-0.27861,741.45626,744.40001,745.40903
7911.95667,1.95667,-72.41842,1.2111,742.45989,743.56359,743.06717
7911.96,1.96,-73.71942,1.70768,742.79443,745.40364,744.57267
7911.96333,1.96333,-73.71942,1.70768,741.28899,743.22905,743.23444
7911.96667,1.96667,-68.51542,-0.44414,743.63085,745.57091,743.73625
7911.97,1.97,-73.71942,0.38349,741.12172,745.23637,742.39808
7911.97333,1.97333,-72.41842,-0.60966,741.45626,744.40001,745.91084
7911.97667,1.97667,-78.92342,0.71453,742.12535,743.89813,743.23444
7911.98,1.98,-73.71942,0.88006,741.7908,745.40364,743.56898
7911.98333,1.98333,-77.62242,1.2111,742.45989,743.73086,742.23081
7911.98667,1.98667,-67.21442,-0.94072,742.79443,744.73455,744.07086
7911.99,1.99,-72.41842,1.37664,741.62353,745.23637,742.39808
7911.99333,1.99333,-71.11742,1.04558,741.28899,743.06177,745.07449
7911.99667,1.99667,-77.62242,0.71453,742.12535,744.56728,743.73625
7912,2,-73.71942,-0.11309,740.95445,743.06177,743.56898
7912.00333,2.00333,-72.41842,2.70083,742.79443,744.40001,743.73625
7912.00667,2.00667,-62.00993,-0.94072,741.95807,743.56359,744.07086
7912.01,2.01,-77.62242,0.88006,741.95807,745.23637,742.73262
7912.01333,2.01333,-75.02042,-1.10624,740.78711,743.73086,744.4054
7912.01667,2.01667,-72.41842,1.70768,743.63085,745.23637,743.40171
7912.02,2.02,-72.41842,-0.94072,741.7908,744.56728,744.23813
7912.02333,2.02333,-76.32142,1.70768,742.62716,743.56359,742.56535
7912.02667,2.02667,-67.21442,-0.94072,743.79812,745.73818,744.73994
7912.03,2.03,-81.52591,0.05243,741.62353,744.90182,742.56535
7912.03333,2.03333,-81.52591,-0.44414,741.95807,745.23637,744.57267
7912.03667,2.03667,-78.92342,-0.27861,740.61984,743.06177,743.23444
7912.04,2.04,-75.02042,0.71453,742.12535,744.73455,744.23813
7912.04333,2.04333,-82.82691,1.2111,740.78711,743.39632,744.4054
7912.04667,2.04667,-71.11742,1.04558,741.28899,744.06547,741.72893
7912.05,2.05,-76.32142,-0.77518,740.11803,745.0691,744.23813
7912.05333,2.05333,-69.81642,1.37664,741.95807,742.55996,743.90352
7912.05667,2.05667,-67.21442,0.54901,742.62716,744.90182,743.90352
7912.06,2.06,-68.51542,0.54901,742.12535,744.73455,743.23444
7912.06333,2.06333,-75.02042,1.04558,742.79443,743.56359,741.8962
7912.06667,2.06667,-64.61242,0.21795,743.46358,745.23637,744.07086
7912.07,2.07,-71.11742,-0.27861,741.45626,743.89813,743.40171
7912.07333,2.07333,-73.71942,0.71453,742.62716,744.23274,744.07086
7912.07667,2.07667,-80.22442,-0.11309,741.62353,744.73455,743.73625
7912.08,2.08,-68.51542,0.54901,741.12172,743.22905,742.39808
7912.08333,2.08333,-71.11742,0.71453,742.62716,744.90182,744.23813
7912.08667,2.08667,-55.50492,-0.94072,741.45626,744.40001,744.07086
7912.09,2.09,-76.32142,1.70768,741.45626,744.90182,742.56535
7912.09333,2.09333,-72.41842,0.71453,742.62716,743.56359,746.07812
7912.09667,2.09667,-80.22442,0.54901,742.62716,743.89813,742.73262
7912.1,2.1,-75.02042,0.54901,743.12904,745.23637,743.56898
7912.10333,2.10333,-75.02042,1.87321,742.12535,743.22905,742.8999
7912.10667,2.10667,-73.71942,-0.77518,743.46358,744.90182,744.73994
7912.11,2.11,-80.22442,1.2111,740.2853,744.40001,742.56535
7912.11333,2.11333,-77.62242,0.54901,742.29262,744.40001,744.90722
7912.11667,2.11667,-73.71942,1.37664,740.61984,744.40001,743.23444
7912.12,2.12,-71.11742,1.70768,741.95807,744.56728,743.06717
7912.12333,2.12333,-71.11742,1.70768,741.28899,743.06177,743.23444
7912.12667,2.12667,-69.81642,1.87321,742.79443,745.0691,743.40171
7912.13,2.13,-71.11742,-0.11309,740.78711,742.72723,744.4054
7912.13333,2.13333,-69.81642,1.54216,742.79443,745.0691,742.56535
7912.13667,2.13667,-78.92342,0.05243,742.12535,745.23637,743.73625
7912.14,2.14,-81.52591,2.20425,741.62353,743.73086,743.40171
7912.14333,2.14333,-81.52591,0.88006,743.96539,744.06547,742.73262
7912.14667,2.14667,-78.92342,-0.94072,741.28899,745.90545,743.40171
7912.15,2.15,-86.72991,0.54901,741.7908,743.56359,743.40171
7912.15333,2.15333,-76.32142,1.2111,741.7908,745.40364,744.90722
7912.15667,2.15667,-76.32142,0.54901,741.62353,744.23274,742.39808
7912.16,2.16,-72.41842,1.70768,742.62716,745.40364,744.07086
7912.16333,2.16333,-78.92342,0.88006,741.45626,743.39632,744.73994
7912.16667,2.16667,-65.91342,1.04558,743.46358,744.40001,743.40171
7912.17,2.17,-71.11742,0.54901,740.95445,744.23274,743.06717
7912.17333,2.17333,-71.11742,1.2111,743.46358,743.22905,744.73994
7912.17667,2.17667,-71.11742,-0.11309,742.12535,744.56728,744.57267
7912.18,2.18,-75.02042,0.88006,742.29262,744.56728,741.22712
7912.18333,2.18333,-75.02042,0.71453,740.95445,743.89813,743.73625
7912.18667,2.18667,-65.91342,0.05243,743.12904,744.56728,743.23444
7912.19,2.19,-71.11742,0.38349,740.61984,744.56728,743.73625
7912.19333,2.19333,-71.11742,2.86635,743.63085,743.73086,744.73994
7912.19667,2.19667,-81.52591,0.21795,741.45626,743.89813,742.23081
7912.2,2.2,-81.52591,1.37664,742.79443,744.73455,743.56898
7912.20333,2.20333,-77.62242,0.54901,741.12172,743.56359,744.23813
7912.20667,2.20667,-68.51542,-0.44414,742.79443,744.40001,743.73625
7912.21,2.21,-73.71942,-0.60966,740.95445,745.73818,743.40171
7912.21333,2.21333,-81.52591,2.36977,741.12172,744.40001,743.73625
7912.21667,2.21667,-72.41842,-0.27861,741.45626,743.73086,744.07086
7912.22,2.22,-73.71942,1.37664,743.12904,745.40364,743.73625
7912.22333,2.22333,-85.42891,1.37664,742.29262,743.06177,742.8999
7912.22667,2.22667,-69.81642,0.38349,744.29994,744.56728,744.23813
7912.23,2.23,-84.12791,0.05243,740.78711,744.23274,742.73262
7912.23333,2.23333,-73.71942,-0.11309,742.45989,744.73455,745.91084
7912.23667,2.23667,-68.51542,-0.44414,741.7908,743.56359,741.22712
7912.24,2.24,-73.71942,0.71453,742.9617,745.40364,743.06717
7912.24333,2.24333,-76.32142,2.20425,742.79443,743.89813,742.06354
7912.24667,2.24667,-63.31093,-0.94072,742.62716,744.23274,743.73625
7912.25,2.25,-71.11742,1.04558,741.7908,744.23274,741.22712
7912.25333,2.25333,-68.51542,0.05243,742.62716,744.06547,744.07086
7912.25667,2.25667,-76.32142,1.2111,742.62716,743.56359,741.56166
7912.26,2.26,-76.32142,1.54216,743.12904,744.90182,742.23081
7912.26333,2.26333,-73.71942,1.70768,743.29631,744.06547,741.8962
7912.26667,2.26667,-60.70893,-0.27861,741.95807,744.90182,742.39808
7912.27,2.27,-71.11742,0.88006,742.29262,745.73818,741.72893
7912.27333,2.27333,-78.92342,-0.60966,741.28899,743.56359,744.73994
7912.27667,2.27667,-76.32142,1.54216,743.29631,744.56728,741.72893
7912.28,2.28,-80.22442,-0.27861,741.12172,743.22905,742.06354
7912.28333,2.28333,-76.32142,1.37664,742.9617,745.0691,743.56898
7912.28667,2.28667,-68.51542,-0.44414,742.29262,743.56359,741.8962
7912.29,2.29,-78.92342,1.37664,741.7908,745.90545,742.39808
7912.29333,2.29333,-72.41842,1.87321,741.7908,742.8945,742.73262
7912.29667,2.29667,-76.32142,0.05243,742.9617,744.23274,743.90352
7912.3,2.3,-78.92342,1.2111,742.29262,743.22905,741.39439
7912.30333,2.30333,-69.81642,-0.11309,742.9617,743.39632,743.23444
